employee_id,name,role,category,base_code,contract_type,hire_date,birth_date,is_active,monthly_hours,seniority_years
EMP00507,Empleado_507,Supervisor Operaciones,Tierra,MIA,Part-time,2010-01-13,1976-05-14,1,182,14
EMP00508,Empleado_508,Piloto Copiloto,Cockpit,MIA,Plazo Fijo,2018-12-29,1978-09-13,1,163,6
EMP00509,Empleado_509,Piloto Comandante,Cockpit,SCL,Plazo Fijo,2023-07-10,1989-11-15,0,183,1
EMP00510,Empleado_510,Tripulante Cabina,Cabina,LIM,Indefinido,2021-01-18,1993-07-07,1,187,3
EMP00511,Empleado_511,Ground Staff,Tierra,SCL,Indefinido,2014-10-04,1984-11-06,1,171,10
EMP00512,Empleado_512,Piloto Copiloto,Cockpit,SCL,Indefinido,2023-11-19,1975-12-10,1,161,1
EMP00513,Empleado_513,Agente Check-in,Tierra,LIM,Indefinido,2014-01-10,1994-02-12,1,190,10
EMP00514,Empleado_514,Ground Staff,Tierra,SCL,Indefinido,2022-12-21,1982-03-12,1,173,2
EMP00515,Empleado_515,Agente Check-in,Tierra,MIA,Indefinido,2011-10-06,1999-06-29,1,175,13
EMP00516,Empleado_516,Tripulante Cabina,Cabina,GRU,Indefinido,2013-06-28,1980-03-22,1,169,11
EMP00517,Empleado_517,Tripulante Cabina,Cabina,BOG,Indefinido,2021-01-13,1997-02-26,1,177,3
EMP00518,Empleado_518,Ground Staff,Tierra,SCL,Indefinido,2017-12-23,1989-07-27,,175,7
EMP00519,Empleado_519,Ground Staff,Tierra,GRU,Indefinido,2019-07-31,1982-10-02,1,190,5
EMP00520,Empleado_520,Piloto Copiloto,Cockpit,SCL,Indefinido,2011-01-09,1980-11-02,1,182,13
EMP00521,Empleado_521,Ground Staff,Tierra,SCL,Indefinido,2018-03-11,1995-08-16,1,172,6
EMP00522,Empleado_522,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2015-02-05,1996-12-25,1,160,9
EMP00523,Empleado_523,Piloto Comandante,Cockpit,MAD,Plazo Fijo,2021-09-04,1978-05-19,0,166,3
EMP00524,Empleado_524,Tripulante Cabina Senior,Cabina,EZE,Indefinido,2022-10-19,1992-03-06,1,163,2
EMP00525,Empleado_525,Supervisor Operaciones,Tierra,EZE,Indefinido,2017-01-24,1976-05-29,1,174,7
EMP00526,Empleado_526,Piloto Comandante,Cockpit,GRU,Indefinido,2021-02-07,1987-06-21,1,169,3
EMP00527,Empleado_527,Tripulante Cabina Senior,Cabina,EZE,Indefinido,2011-01-13,1979-08-24,1,178,13
EMP00528,Empleado_528,Tripulante Cabina,Cabina,MAD,Plazo Fijo,2017-12-25,1994-01-31,1,173,7
EMP00529,Empleado_529,Ground Staff,Tierra,GRU,Honorarios,2016-07-22,1995-01-21,1,167,8
EMP00530,Empleado_530,Seguridad,Tierra,BOG,Indefinido,2013-01-01,1987-07-09,1,182,11
EMP00531,Empleado_531,Tripulante Cabina,Cabina,SCL,Indefinido,2019-08-02,1990-03-17,1,169,5
EMP00532,Empleado_532,Piloto Comandante,Cockpit,SCL,Plazo Fijo,2024-07-16,1975-01-05,1,,0
EMP00533,Empleado_533,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2010-10-04,1989-01-15,1,188,14
EMP00534,Empleado_534,Tripulante Cabina Senior,Cabina,SCL,Plazo Fijo,2014-07-16,1987-10-05,1,161,10
EMP00535,Empleado_535,Ground Staff,Tierra,SCL,Part-time,2021-01-23,1972-05-30,1,174,3
EMP00536,Empleado_536,Tripulante Cabina Senior,Cabina,SCL,Plazo Fijo,2018-11-02,1989-01-19,1,177,6
EMP00537,Empleado_537,Ground Staff,Tierra,GRU,Indefinido,2017-12-03,1997-10-24,1,160,7
EMP00538,Empleado_538,Tecnico Mantencion,Tierra,MIA,Indefinido,2010-12-09,1993-10-04,1,163,14
EMP00539,Empleado_539,Tecnico Mantencion,Tierra,GRU,Indefinido,2014-01-25,1984-04-09,1,168,10
EMP00540,Empleado_540,Tripulante Cabina,Cabina,LIM,Indefinido,2022-04-04,1997-09-08,1,186,2
EMP00541,Empleado_541,Tripulante Cabina Senior,Cabina,MIA,Indefinido,2022-01-31,1979-09-26,1,177,2
EMP00542,Empleado_542,Tripulante Cabina Senior,Cabina,BOG,Indefinido,2016-01-12,1989-04-04,,173,8
EMP00543,Empleado_543,Tecnico Mantencion,Tierra,lima,Indefinido,2013-01-29,1996-05-05,1,170,11
EMP00544,Empleado_544,Piloto Copiloto,Cockpit,lima,Indefinido,2024-01-24,1970-11-13,1,171,0
EMP00545,Empleado_545,Tecnico Mantencion,Tierra,BOG,Indefinido,2012-10-28,1982-06-29,1,168,12
EMP00546,Empleado_546,Supervisor Operaciones,Tierra,LIM,Part-time,2024-03-02,1973-12-13,1,184,0
EMP00547,Empleado_547,Piloto Comandante,Cockpit,LIM,Indefinido,2016-07-18,1990-02-16,1,169,8
EMP00548,Empleado_548,Ground Staff,Tierra,GRU,Indefinido,2013-01-21,1985-02-26,1,164,11
EMP00549,Empleado_549,Tripulante Cabina Senior,Cabina,SCL,Plazo Fijo,2024-05-27,1982-02-08,1,184,0
EMP00550,Empleado_550,Supervisor Operaciones,Tierra,SCL,Indefinido,2022-11-07,1975-08-06,1,161,2
EMP00551,Empleado_551,Supervisor Operaciones,Tierra,LIM,Part-time,2015-09-23,1971-05-24,1,163,9
EMP00552,Empleado_552,Tripulante Cabina Senior,Cabina,MIA,Indefinido,2012-01-27,1981-06-01,1,166,12
EMP00553,Empleado_553,Tripulante Cabina,Cabina,lima,Honorarios,2020-06-13,1975-09-05,1,189,4
EMP00554,Empleado_554,Piloto Copiloto,Cockpit,EZE,Indefinido,2011-05-15,1986-02-25,1,174,13
EMP00555,Empleado_555,Piloto Comandante,Cockpit,SCL,Indefinido,2018-07-12,1980-09-24,0,173,6
EMP00556,Empleado_556,Piloto Copiloto,Cockpit,SCL,Indefinido,2014-03-17,1974-06-28,1,190,10
EMP00557,Empleado_557,Tripulante Cabina Senior,Cabina,BOG,Indefinido,2020-05-09,1980-12-26,1,172,4
EMP00558,Empleado_558,Tripulante Cabina,Cabina,LIM,Indefinido,2013-09-29,1972-12-29,1,179,11
EMP00559,Empleado_559,Tripulante Cabina Senior,Cabina,LIM,Plazo Fijo,2014-07-22,1974-09-06,1,172,10
EMP00560,Empleado_560,Piloto Comandante,Cockpit,GRU,Indefinido,2022-01-26,1987-12-12,1,163,2
EMP00561,Empleado_561,Piloto Comandante,Cockpit,MIA,Indefinido,2024-01-12,1993-12-20,0,179,0
EMP00562,Empleado_562,Tecnico Mantencion,Tierra,SCL,Plazo Fijo,2022-04-07,1991-09-02,1,184,2
EMP00563,Empleado_563,Ground Staff,Tierra,EZE,Indefinido,2012-03-06,1997-07-06,1,165,12
EMP00564,Empleado_564,Supervisor Operaciones,Tierra,SCL,Indefinido,2010-07-12,1989-02-04,1,173,14
EMP00565,Empleado_565,Tecnico Mantencion,Tierra,SCL,Indefinido,2010-05-22,1985-04-08,1,173,14
EMP00566,Empleado_566,Piloto Copiloto,Cockpit,EZE,Plazo Fijo,2013-01-28,1975-06-24,1,169,11
EMP00567,Empleado_567,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2011-09-30,1995-12-13,1,187,13
EMP00568,Empleado_568,Tripulante Cabina,Cabina,GRU,Indefinido,2018-04-16,1991-06-20,1,172,6
EMP00569,Empleado_569,Agente Check-in,Tierra,JFK,Plazo Fijo,2016-10-17,1978-01-25,1,164,8
EMP00570,Empleado_570,Agente Check-in,Tierra,GRU,Indefinido,2012-08-19,1980-10-18,0,165,12
EMP00571,Empleado_571,Tripulante Cabina Senior,Cabina,MAD,Indefinido,2012-08-02,1996-06-01,,182,12
EMP00572,Empleado_572,Ground Staff,Tierra,LIM,Plazo Fijo,2015-07-20,1994-10-23,1,175,9
EMP00573,Empleado_573,Administrativo,Admin,GRU,Indefinido,2021-02-09,1977-08-30,1,171,3
EMP00574,Empleado_574,Supervisor Operaciones,Tierra,GRU,Indefinido,2011-09-09,1971-11-26,1,161,13
EMP00575,Empleado_575,Agente Check-in,Tierra,JFK,Plazo Fijo,2024-07-26,1999-09-07,0,173,0
EMP00576,Empleado_576,Piloto Copiloto,Cockpit,SCL,Plazo Fijo,2012-07-19,1982-09-19,,171,12
EMP00577,Empleado_577,Piloto Copiloto,Cockpit,GRU,Indefinido,2018-09-02,1989-02-01,1,173,6
EMP00578,Empleado_578,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2015-02-06,1992-05-06,1,174,9
EMP00579,Empleado_579,Supervisor Operaciones,Tierra,EZE,Indefinido,2021-08-02,1987-10-19,1,181,3
EMP00580,Empleado_580,Ground Staff,Tierra,MIA,Part-time,2024-01-24,1984-11-23,1,183,0
EMP00581,Empleado_581,Tecnico Mantencion,Tierra,BOG,Indefinido,2016-07-21,1984-11-02,1,189,8
EMP00582,Empleado_582,Piloto Copiloto,Cockpit,MIA,Plazo Fijo,2013-12-05,1975-12-25,0,178,11
EMP00583,Empleado_583,Piloto Copiloto,Cockpit,SCL,Indefinido,2021-03-25,1997-12-15,1,172,3
EMP00584,Empleado_584,Tripulante Cabina Senior,Cabina,EZE,Plazo Fijo,2019-07-09,1997-03-15,1,181,5
EMP00585,Empleado_585,Seguridad,Tierra,LIM,Honorarios,2023-01-25,1993-02-03,1,165,1
EMP00586,Empleado_586,Tecnico Mantencion,Tierra,LIM,Part-time,2017-04-01,1992-12-16,1,171,7
EMP00587,Empleado_587,Tripulante Cabina Senior,Cabina,MAD,Indefinido,2022-05-01,1988-05-08,1,160,2
EMP00588,Empleado_588,Ground Staff,Tierra,LIM,Part-time,2010-03-14,1970-09-14,0,172,14
EMP00589,Empleado_589,Agente Check-in,Tierra,LIM,Part-time,2020-07-22,1995-08-16,1,174,4
EMP00590,Empleado_590,Agente Check-in,Tierra,GRU,Plazo Fijo,2018-08-03,1976-08-27,1,187,6
EMP00591,Empleado_591,Piloto Copiloto,Cockpit,LIM,Indefinido,2020-03-20,1995-08-14,1,172,4
EMP00592,Empleado_592,Tripulante Cabina,Cabina,GRU,Plazo Fijo,2015-01-20,1992-02-12,0,186,9
EMP00593,Empleado_593,Ground Staff,Tierra,BOG,Part-time,2019-08-18,1989-03-06,0,173,5
EMP00594,Empleado_594,Tripulante Cabina,Cabina,SCL,Indefinido,2023-07-19,1980-06-18,1,169,1
EMP00595,Empleado_595,Tripulante Cabina,Cabina,EZE,Plazo Fijo,2011-01-15,1978-02-20,1,186,13
EMP00596,Empleado_596,Piloto Comandante,Cockpit,GRU,Part-time,2019-11-05,1989-04-27,1,185,5
EMP00597,Empleado_597,Tripulante Cabina,Cabina,LIM,Indefinido,2022-01-30,1987-01-09,1,178,2
EMP00598,Empleado_598,Tripulante Cabina,Cabina,SCL,Plazo Fijo,2011-01-05,1995-02-26,1,161,13
EMP00599,Empleado_599,Piloto Comandante,Cockpit,SCL,Indefinido,2013-12-05,1995-03-12,0,173,11
EMP00600,Empleado_600,Seguridad,Tierra,SCL,Plazo Fijo,2014-11-06,1989-10-17,1,182,10
EMP00601,Empleado_601,Agente Check-in,Tierra,BOG,Part-time,2015-03-16,1972-11-03,0,178,9
EMP00602,Empleado_602,Tripulante Cabina,Cabina,BOG,Part-time,2018-07-08,1989-05-30,1,184,6
EMP00603,Empleado_603,Tecnico Mantencion,Tierra,LIM,Honorarios,2012-10-12,1972-04-18,1,188,12
EMP00604,Empleado_604,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2016-02-13,1985-01-11,1,169,8
EMP00605,Empleado_605,Tripulante Cabina,Cabina,GRU,Plazo Fijo,2023-08-30,1988-03-31,1,163,1
EMP00606,Empleado_606,Tripulante Cabina,Cabina,MAD,Indefinido,2021-12-15,1996-04-16,1,170,3
EMP00607,Empleado_607,Ground Staff,Tierra,GRU,Indefinido,2021-07-12,1992-05-01,1,161,3
EMP00608,Empleado_608,Ground Staff,Tierra,GRU,Indefinido,2010-01-15,1973-04-22,1,166,14
EMP00609,Empleado_609,Piloto Comandante,Cockpit,SCL,Indefinido,2011-07-13,1993-11-03,1,182,13
EMP00610,Empleado_610,Supervisor Operaciones,Tierra,BOG,Indefinido,2023-07-26,1993-04-02,1,178,1
EMP00611,Empleado_611,Tripulante Cabina,Cabina,MIA,Indefinido,2010-07-11,1987-10-31,1,180,14
EMP00612,Empleado_612,Ground Staff,Tierra,EZE,Indefinido,2021-05-28,1996-07-28,1,175,3
EMP00613,Empleado_613,Piloto Comandante,Cockpit,SCL,Part-time,2015-07-22,1994-05-09,1,189,9
EMP00614,Empleado_614,Tripulante Cabina,Cabina,LIM,Indefinido,2021-02-04,1994-05-07,1,165,3
EMP00615,Empleado_615,Ground Staff,Tierra,lima,Indefinido,2018-06-29,1986-12-09,1,163,6
EMP00616,Empleado_616,Supervisor Operaciones,Tierra,BOG,Part-time,2016-08-24,1995-11-13,1,184,8
EMP00617,Empleado_617,Tripulante Cabina Senior,Cabina,EZE,Honorarios,2016-07-16,1976-04-15,1,186,8
EMP00618,Empleado_618,Tripulante Cabina,Cabina,GRU,Indefinido,2010-08-14,1970-06-29,1,186,14
EMP00619,Empleado_619,Piloto Comandante,Cockpit,BOG,Indefinido,2017-07-16,1988-04-22,,188,7
EMP00620,Empleado_620,Supervisor Operaciones,Tierra,SCL,Indefinido,2018-12-12,1981-01-27,0,176,6
EMP00621,Empleado_621,Ground Staff,Tierra,LIM,Part-time,2013-10-31,1971-04-15,1,173,11
EMP00622,Empleado_622,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2013-07-12,1986-04-15,1,161,11
EMP00623,Empleado_623,Piloto Copiloto,Cockpit,MIA,Honorarios,2014-07-15,1995-10-22,0,170,10
EMP00624,Empleado_624,Tripulante Cabina,Cabina,MIA,Part-time,2023-01-16,1995-04-11,1,184,1
EMP00625,Empleado_625,Administrativo,Admin,SCL,Honorarios,2010-01-30,1996-09-19,1,168,14
EMP00626,Empleado_626,Supervisor Operaciones,Tierra,SCL,Indefinido,2014-02-08,1995-04-07,1,178,10
EMP00627,Empleado_627,Piloto Copiloto,Cockpit,BOG,Indefinido,2023-01-27,1985-03-05,1,174,1
EMP00628,Empleado_628,Supervisor Operaciones,Tierra,BOG,Part-time,2022-01-25,1993-07-31,1,170,2
EMP00629,Empleado_629,Tripulante Cabina Senior,Cabina,Santiago,Indefinido,2015-07-10,1992-08-24,0,176,9
EMP00630,Empleado_630,Agente Check-in,Tierra,SCL,Part-time,2018-11-23,1974-05-03,1,173,6
EMP00631,Empleado_631,Piloto Comandante,Cockpit,BOG,Indefinido,2023-01-27,1987-06-29,0,175,1
EMP00632,Empleado_632,Tripulante Cabina,Cabina,MIA,Indefinido,2013-01-05,1984-08-26,1,190,11
EMP00633,Empleado_633,Piloto Comandante,Cockpit,LIM,Indefinido,2019-07-23,1993-06-18,1,187,5
EMP00634,Empleado_634,Ground Staff,Tierra,MAD,Indefinido,2021-01-31,1971-01-04,1,167,3
EMP00635,Empleado_635,Tripulante Cabina,Cabina,GRU,Indefinido,2019-04-03,1972-04-05,1,161,5
EMP00636,Empleado_636,Supervisor Operaciones,Tierra,SCL,Plazo Fijo,2024-10-29,1978-07-01,0,182,0
EMP00637,Empleado_637,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2021-10-01,1984-12-06,1,179,3
EMP00638,Empleado_638,Tripulante Cabina,Cabina,Santiago,Plazo Fijo,2023-07-06,1987-02-13,1,160,1
EMP00639,Empleado_639,Tecnico Mantencion,Tierra,BOG,Part-time,2020-04-12,1987-03-01,1,170,4
EMP00640,Empleado_640,Tecnico Mantencion,Tierra,SCL,Honorarios,2011-07-19,1999-10-23,,180,13
EMP00641,Empleado_641,Tripulante Cabina,Cabina,SCL,Indefinido,2022-03-19,1989-03-12,1,174,2
EMP00642,Empleado_642,Supervisor Operaciones,Tierra,BOG,Plazo Fijo,2015-09-08,1980-11-19,1,184,9
EMP00643,Empleado_643,Tripulante Cabina Senior,Cabina,BOG,Plazo Fijo,2014-01-09,1973-04-07,1,176,10
EMP00644,Empleado_644,Supervisor Operaciones,Tierra,LIM,Plazo Fijo,2020-04-09,1972-12-19,1,190,4
EMP00645,Empleado_645,Agente Check-in,Tierra,SCL,Honorarios,2019-07-21,1994-10-21,0,179,5
EMP00646,Empleado_646,Supervisor Operaciones,Tierra,GRU,Indefinido,2024-07-29,1979-11-19,1,175,0
EMP00647,Empleado_647,Administrativo,Admin,EZE,Indefinido,2014-09-05,1983-01-13,1,160,10
EMP00648,Empleado_648,Piloto Comandante,Cockpit,GRU,Indefinido,2011-01-15,1975-04-27,1,190,13
EMP00649,Empleado_649,Supervisor Operaciones,Tierra,LIM,Plazo Fijo,2010-10-26,1988-11-17,,185,14
EMP00650,Empleado_650,Ground Staff,Tierra,JFK,Indefinido,2016-11-11,1997-05-29,1,163,8
EMP00651,Empleado_651,Tripulante Cabina Senior,Cabina,BOG,Plazo Fijo,2019-11-13,1998-06-02,1,171,5
EMP00652,Empleado_652,Supervisor Operaciones,Tierra,GRU,Indefinido,2024-10-27,1983-02-04,1,,0
EMP00653,Empleado_653,Tripulante Cabina,Cabina,GRU,Indefinido,2012-08-06,1982-05-30,1,168,12
EMP00654,Empleado_654,Piloto Copiloto,Cockpit,SCL,Indefinido,2015-07-16,1992-09-29,0,187,9
EMP00655,Empleado_655,Ground Staff,Tierra,,Indefinido,2010-01-26,1999-12-28,1,177,14
EMP00656,Empleado_656,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2015-06-24,1981-03-04,1,,9
EMP00657,Empleado_657,Tripulante Cabina,Cabina,EZE,Plazo Fijo,2022-07-27,1990-02-21,1,180,2
EMP00658,Empleado_658,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2018-01-16,1991-02-13,1,166,6
EMP00659,Empleado_659,Ground Staff,Tierra,LIM,Indefinido,2014-07-19,1996-12-13,1,182,10
EMP00660,Empleado_660,Administrativo,Admin,SCL,Indefinido,2023-03-03,1991-09-08,1,167,1
EMP00661,Empleado_661,Piloto Copiloto,Cockpit,Santiago,Indefinido,2011-12-09,1988-08-21,0,167,13
EMP00662,Empleado_662,Ground Staff,Tierra,BOG,Indefinido,2015-01-26,1988-10-15,1,179,9
EMP00663,Empleado_663,Agente Check-in,Tierra,GRU,Indefinido,2016-01-23,1993-09-30,1,190,8
EMP00664,Empleado_664,Administrativo,Admin,EZE,Indefinido,2020-02-25,1995-03-24,1,162,4
EMP00665,Empleado_665,Piloto Comandante,Cockpit,GRU,Indefinido,2013-09-26,1976-08-18,1,189,11
EMP00666,Empleado_666,Tecnico Mantencion,Tierra,SCL,Indefinido,2011-03-24,1993-06-06,0,170,13
EMP00667,Empleado_667,Tecnico Mantencion,Tierra,SCL,Indefinido,2021-09-10,1999-05-16,1,174,3
EMP00668,Empleado_668,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2020-08-23,1970-07-07,1,168,4
EMP00669,Empleado_669,Tripulante Cabina,Cabina,GRU,Indefinido,2022-07-14,1985-08-23,1,182,2
EMP00670,Empleado_670,Piloto Copiloto,Cockpit,LIM,Plazo Fijo,2011-10-23,1989-11-04,1,170,13
EMP00671,Empleado_671,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2016-02-07,1983-12-03,1,164,8
EMP00672,Empleado_672,Tripulante Cabina,Cabina,BOG,Indefinido,2016-12-19,1971-05-10,1,169,8
EMP00673,Empleado_673,Tripulante Cabina,Cabina,SCL,Indefinido,2023-05-21,1989-11-17,1,185,1
EMP00674,Empleado_674,Ground Staff,Tierra,SCL,Plazo Fijo,2024-07-20,1975-02-16,0,,0
EMP00675,Empleado_675,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2024-01-07,1993-01-06,1,170,0
EMP00676,Empleado_676,Agente Check-in,Tierra,SCL,Plazo Fijo,2023-01-17,1974-03-21,,181,1
EMP00677,Empleado_677,Agente Check-in,Tierra,GRU,Part-time,2011-07-20,1971-08-21,1,189,13
EMP00678,Empleado_678,Piloto Comandante,Cockpit,GRU,Honorarios,2017-02-15,1991-08-26,1,176,7
EMP00679,Empleado_679,Tripulante Cabina Senior,Cabina,GRU,Plazo Fijo,2021-09-01,1990-04-25,1,184,3
EMP00680,Empleado_680,Ground Staff,Tierra,MIA,Indefinido,2024-02-20,1972-02-12,0,176,0
EMP00681,Empleado_681,Tecnico Mantencion,Tierra,SCL,Plazo Fijo,2018-07-09,1988-04-28,1,173,6
EMP00682,Empleado_682,Tripulante Cabina,Cabina,MIA,Indefinido,2024-07-30,1986-09-17,1,175,0
EMP00683,Empleado_683,Piloto Copiloto,Cockpit,GRU,Indefinido,2014-05-05,1987-07-04,1,182,10
EMP00684,Empleado_684,Administrativo,Admin,GRU,Indefinido,2023-09-30,1988-09-15,1,168,1
EMP00685,Empleado_685,Ground Staff,Tierra,GRU,Indefinido,2021-01-20,1973-09-14,1,175,3
EMP00686,Empleado_686,Agente Check-in,Tierra,LIM,Indefinido,2016-11-04,1993-06-30,,166,8
EMP00687,Empleado_687,Agente Check-in,Tierra,GRU,Plazo Fijo,2022-11-09,1983-12-14,1,185,2
EMP00688,Empleado_688,Piloto Copiloto,Cockpit,SCL,Plazo Fijo,2020-10-18,1995-06-06,1,171,4
EMP00689,Empleado_689,Tripulante Cabina Senior,Cabina,BOG,Plazo Fijo,2023-07-10,1989-04-04,1,176,1
EMP00690,Empleado_690,Tripulante Cabina,Cabina,BOG,Plazo Fijo,2013-07-08,1984-09-30,1,164,11
EMP00691,Empleado_691,Ground Staff,Tierra,GRU,Indefinido,2022-07-01,1987-06-16,1,,2
EMP00692,Empleado_692,Tripulante Cabina Senior,Cabina,SCL,Plazo Fijo,2016-06-12,1975-12-25,,183,8
EMP00693,Empleado_693,Tripulante Cabina,Cabina,EZE,Part-time,2024-02-18,1977-09-03,1,176,0
EMP00694,Empleado_694,Tripulante Cabina Senior,Cabina,N/A,Indefinido,2010-01-23,1974-11-06,1,176,14
EMP00695,Empleado_695,Piloto Copiloto,Cockpit,BOG,Indefinido,2023-01-08,1981-11-15,1,173,1
EMP00696,Empleado_696,Agente Check-in,Tierra,Santiago,Indefinido,2010-02-10,1992-06-08,0,162,14
EMP00697,Empleado_697,Piloto Copiloto,Cockpit,BOG,Indefinido,2013-01-11,1977-07-24,1,176,11
EMP00698,Empleado_698,Piloto Copiloto,Cockpit,SCL,Part-time,2011-04-02,1988-03-05,1,173,13
EMP00699,Empleado_699,Ground Staff,Tierra,GRU,Honorarios,2017-05-25,1977-02-06,1,174,7
EMP00700,Empleado_700,Tripulante Cabina,Cabina,SCL,Part-time,2023-06-04,1979-07-17,1,178,1
EMP00701,Empleado_701,Agente Check-in,Tierra,LIM,Indefinido,2012-02-21,1982-08-20,1,165,12
EMP00702,Empleado_702,Tripulante Cabina Senior,Cabina,N/A,Indefinido,2013-03-12,1996-08-07,1,171,11
EMP00703,Empleado_703,Piloto Copiloto,Cockpit,LIM,Indefinido,2011-04-12,1973-03-10,1,184,13
EMP00704,Empleado_704,Tripulante Cabina Senior,Cabina,LIM,Indefinido,2024-07-28,1981-08-05,1,164,0
EMP00705,Empleado_705,Agente Check-in,Tierra,,Plazo Fijo,2011-12-13,1978-02-11,1,176,13
EMP00706,Empleado_706,Tripulante Cabina,Cabina,MIA,Indefinido,2021-09-16,1974-04-09,1,,3
EMP00707,Empleado_707,Ground Staff,Tierra,GRU,Indefinido,2010-01-05,1999-07-15,1,173,14
EMP00708,Empleado_708,Ground Staff,Tierra,SCL,Indefinido,2017-07-10,1978-01-19,1,174,7
EMP00709,Empleado_709,Supervisor Operaciones,Tierra,BOG,Plazo Fijo,2022-11-28,1983-01-24,1,,2
EMP00710,Empleado_710,Piloto Comandante,Cockpit,LIM,Indefinido,2024-01-15,1986-10-11,1,169,0
EMP00711,Empleado_711,Agente Check-in,Tierra,GRU,Indefinido,2020-10-04,1975-09-18,1,160,4
EMP00712,Empleado_712,Tripulante Cabina Senior,Cabina,GRU,Indefinido,2024-02-03,1982-04-03,1,183,0
EMP00713,Empleado_713,Ground Staff,Tierra,LIM,Indefinido,2013-05-09,1988-10-02,1,169,11
EMP00714,Empleado_714,Piloto Copiloto,Cockpit,MIA,Plazo Fijo,2011-09-21,1973-05-01,1,190,13
EMP00715,Empleado_715,Ground Staff,Tierra,BOG,Plazo Fijo,2019-11-04,1979-10-25,1,164,5
EMP00716,Empleado_716,Tripulante Cabina,Cabina,LIM,Honorarios,2024-10-14,1971-12-11,0,181,0
EMP00717,Empleado_717,Tripulante Cabina,Cabina,EZE,Indefinido,2021-06-10,1976-09-05,1,182,3
EMP00718,Empleado_718,Tripulante Cabina,Cabina,BOG,Indefinido,2016-10-09,1999-06-28,1,,8
EMP00719,Empleado_719,Agente Check-in,Tierra,LIM,Indefinido,2023-09-22,1978-11-18,1,173,1
EMP00720,Empleado_720,Tripulante Cabina,Cabina,GRU,Indefinido,2010-01-03,1987-05-14,1,176,14
EMP00721,Empleado_721,Piloto Copiloto,Cockpit,EZE,Honorarios,2023-10-29,1988-06-16,1,185,1
EMP00722,Empleado_722,Tripulante Cabina,Cabina,JFK,Indefinido,2015-01-27,1992-10-23,1,186,9
EMP00723,Empleado_723,Tripulante Cabina Senior,Cabina,SCL,Indefinido,2017-12-10,1975-09-25,1,187,7
EMP00724,Empleado_724,Administrativo,Admin,JFK,Indefinido,2011-06-16,1983-11-30,1,165,13
EMP00725,Empleado_725,Supervisor Operaciones,Tierra,GRU,Indefinido,2019-07-05,1991-07-20,1,169,5
EMP00726,Empleado_726,Ground Staff,Tierra,BOG,Part-time,2013-09-10,1972-04-24,1,185,11
EMP00727,Empleado_727,Tripulante Cabina,Cabina,EZE,Plazo Fijo,2024-07-08,1977-11-07,1,182,0
EMP00728,Empleado_728,Ground Staff,Tierra,EZE,Indefinido,2013-03-05,1983-03-13,1,180,11
EMP00729,Empleado_729,Agente Check-in,Tierra,LIM,Indefinido,2021-02-01,1977-04-03,0,170,3
EMP00730,Empleado_730,Ground Staff,Tierra,GRU,Indefinido,2016-01-20,1978-01-19,1,190,8
EMP00731,Empleado_731,Administrativo,Admin,GRU,Part-time,2017-10-12,1982-03-25,1,189,7
EMP00732,Empleado_732,Agente Check-in,Tierra,LIM,Part-time,2019-11-25,1981-09-19,1,162,5
EMP00733,Empleado_733,Ground Staff,Tierra,BOG,Indefinido,2012-11-10,1999-09-06,1,174,12
EMP00734,Empleado_734,Ground Staff,Tierra,SCL,Indefinido,2024-11-11,1983-11-13,1,185,0
EMP00735,Empleado_735,Tripulante Cabina Senior,Cabina,MIA,Honorarios,2021-05-31,1977-08-02,1,171,3
EMP00736,Empleado_736,Seguridad,Tierra,GRU,Indefinido,2018-07-04,1980-04-04,0,170,6
EMP00737,Empleado_737,Supervisor Operaciones,Tierra,EZE,Plazo Fijo,2011-01-21,1985-06-23,,183,13
EMP00738,Empleado_738,Piloto Copiloto,Cockpit,SCL,Indefinido,2018-02-08,1972-09-24,1,181,6
EMP00739,Empleado_739,Agente Check-in,Tierra,SCL,Indefinido,2012-01-13,1986-01-30,,164,12
EMP00740,Empleado_740,Ground Staff,Tierra,lima,Indefinido,2012-07-05,1998-10-19,1,169,12
EMP00741,Empleado_741,Tripulante Cabina,Cabina,GRU,Indefinido,2012-03-11,1999-10-17,1,167,12
EMP00742,Empleado_742,Tripulante Cabina,Cabina,SCL,Indefinido,2015-07-26,1989-11-25,1,160,9
EMP00743,Empleado_743,Ground Staff,Tierra,BOG,Indefinido,2020-07-18,1974-12-19,1,189,4
EMP00744,Empleado_744,Tripulante Cabina,Cabina,LIM,Indefinido,2022-01-17,1991-11-13,1,180,2
EMP00745,Empleado_745,Tecnico Mantencion,Tierra,LIM,Indefinido,2023-03-18,1974-11-26,1,173,1
